county,city,school
San Diego,El Cajon,FOOTHILLS CHRISTIAN HS
San Diego,El Cajon,GRANITE HILLS HIGH SCHOOL
San Diego,El Cajon,GROSSMONT MIDDLE COLLEGE HS
San Diego,El Cajon,VALHALLA HIGH SCHOOL
San Diego,Encinitas,GRAUER SCHOOL
San Diego,Encinitas,SAN DIEGUITO ACADEMY
San Diego,Encinitas,SUNSET HIGH SCHOOL
San Diego,Encinitas,TORREY PINES HIGH SCHOOL
San Diego,Escondido,CALVIN CHRISTIAN HIGH SCHOOL
San Diego,Escondido,CLASSICAL ACADEMY HIGH SCHOOL
San Diego,Escondido,DEL LAGO ACADEMY
San Diego,Escondido,ESCONDIDO ADVENTIST ACADEMY
San Diego,Escondido,ESCONDIDO CHARTER HIGH SCHOOL
San Diego,Escondido,ESCONDIDO HIGH SCHOOL
San Diego,Escondido,ORANGE GLEN HIGH SCHOOL
San Diego,Escondido,SAN PASQUAL HIGH SCHOOL
San Diego,Fallbrook,FALLBROOK UNION HIGH SCHOOL
San Diego,Imperial Beach,MAR VISTA HIGH SCHOOL
San Diego,Julian,JULIAN CHARTER SCHOOL
San Diego,Julian,JULIAN UNION HIGH SCHOOL
San Diego,La Jolla,BISHOPS SCHOOL
San Diego,La Jolla,LA JOLLA COUNTRY DAY SCHOOL
San Diego,La Jolla,LA JOLLA HIGH
San Diego,La Jolla,NATIONAL UNIVERSITY VIRTUAL HS
San Diego,La Jolla,PREUSS SCHOOL UCSD
San Diego,La Mesa,GROSSMONT HIGH SCHOOL
San Diego,La Mesa,HELIX HIGH SCHOOL
San Diego,La Mesa,LEARNING CHOICE ACADEMY
San Diego,Lakeside,EL CAPITAN HIGH SCHOOL
San Diego,Lakeside,RIVER VALLEY CHARTER SCHOOL
San Diego,Lemon Grove,LITERACY FIRST CHARTER SCHOOLS
San Diego,National City,SAN DIEGO ACADEMY
San Diego,National City,SWEETWATER UNION HIGH SCHOOL
San Diego,Oceanside,EL CAMINO HIGH SCHOOL
San Diego,Oceanside,HALSTROM HIGH SCHOOL-CARLSBAD
San Diego,Oceanside,MISSION VISTA HIGH SCHOOL
San Diego,Oceanside,OCEANSIDE HIGH SCHOOL
San Diego,Pine Valley,MOUNTAIN EMPIRE HIGH SCHOOL
San Diego,Poway,POWAY HIGH SCHOOL
San Diego,Ramona,MOUNTAIN VALLEY ACADEMY
San Diego,Ramona,RAMONA HIGH SCHOOL
San Diego,San Diego,ACADEMY OUR LADY OF PEACE
San Diego,San Diego,BALBOA SCHOOL
San Diego,San Diego,CAL COAST ACADEMY
San Diego,San Diego,CANYON CREST ACADEMY
San Diego,San Diego,CATHEDRAL CATHOLIC H S
San Diego,San Diego,CHARTER SCHOOL OF SAN DIEGO
San Diego,San Diego,CLAIREMONT HIGH SCHOOL
San Diego,San Diego,CORTEZ HILL ACADEMY
San Diego,San Diego,CRAWFORD CHAMPS
San Diego,San Diego,CRAWFORD HIGH SCHOOL
San Diego,San Diego,CRAWFORD IDEA
San Diego,San Diego,CRAWFORD LAW AND BUSINESS
San Diego,San Diego,CRAWFORD MULTIMEDIA & VIS ARTS
San Diego,San Diego,CREATIVE & PERFORMING ARTS HS
San Diego,San Diego,DEL NORTE HIGH SCHOOL
San Diego,San Diego,E3 CIVIC HIGH
San Diego,San Diego,EAST VILLAGE HIGH
San Diego,San Diego,FRANCIS W PARKER SCHOOL
San Diego,San Diego,GOMPERS HIGH
San Diego,San Diego,GOMPERS PREPARATORY ACADEMY
San Diego,San Diego,HALSTROM ACADEMY SAN DIEGO
San Diego,San Diego,HEALTH SCIENCES HIGH/MID COLL
San Diego,San Diego,HERBERT HOOVER HIGH SCHOOL
San Diego,San Diego,HERITAGE CHRISTIAN SCHOOL
San Diego,San Diego,HIGH BLUFF ACADEMY
San Diego,San Diego,HIGH TECH HIGH INTERNATIONAL
San Diego,San Diego,HIGH TECH HIGH MEDIA ARTS
San Diego,San Diego,HIGH TECH HIGH SCHOOL
San Diego,San Diego,HORIZON CHRISTIAN ACADEMY
San Diego,San Diego,HORIZON JUNIOR SENIOR HS
San Diego,San Diego,IHIGH VIRTUAL ACADEMY
San Diego,San Diego,JAMES MADISON HIGH SCHOOL
San Diego,San Diego,KEARNY COLLEGE CONNECTIONS
San Diego,San Diego,KEARNY DIGITAL MEDIA & DESIGN
San Diego,San Diego,KEARNY ENG INNOV & DESIGN
San Diego,San Diego,KEARNY SCT
San Diego,San Diego,KING CHAVEZ COMMUNITY HIGH SCH
San Diego,San Diego,LINCOLN HIGH SCHOOL
San Diego,San Diego,MARANATHA CHRISTIAN SCHOOLS
San Diego,San Diego,MATER DEI CATHOLIC HIGH SCHOOL
San Diego,San Diego,MIRA MESA HIGH SCHOOL
San Diego,San Diego,MISSION BAY HIGH
San Diego,San Diego,MONTGOMERY HIGH SCHOOL
San Diego,San Diego,MT CARMEL HIGH SCHOOL
San Diego,San Diego,MT EVEREST ACADEMY
San Diego,San Diego,MUIR
San Diego,San Diego,OCEAN VIEW CHRISTIAN ACADEMY
San Diego,San Diego,OFARRELL CHARTER SCHOOL
San Diego,San Diego,PATRICK HENRY HIGH SCHOOL
San Diego,San Diego,POINT LOMA HIGH SCHOOL
San Diego,San Diego,RANCHO BERNARDO HIGH SCHOOL
San Diego,San Diego,ROCK ACADEMY
San Diego,San Diego,SAINT AUGUSTINE HIGH SCHOOL
San Diego,San Diego,SAMUEL F B MORSE HIGH SCHOOL
San Diego,San Diego,SAN DIEGO BUSINESS LEADERSHIP
San Diego,San Diego,SAN DIEGO CIMA
San Diego,San Diego,SAN DIEGO HIGH SCHOOL
San Diego,San Diego,SAN DIEGO INTL STUDIES
San Diego,San Diego,SAN DIEGO JEWISH ACADEMY
San Diego,San Diego,SAN DIEGO LEADS
San Diego,San Diego,SAN DIEGO MET
San Diego,San Diego,SAN DIEGO SCHL CREATE/PERFORM
San Diego,San Diego,SAN DIEGO SCIENCE & TECHNOLOGY
San Diego,San Diego,SAN YSIDRO HIGH SCHOOL
San Diego,San Diego,SCHL ENTREPRENEURSHIP & TECH
San Diego,San Diego,SCHOOL MEDIA VISUAL PERFORMING
San Diego,San Diego,SCRIPPS RANCH HIGH
San Diego,San Diego,SERRA HIGH
San Diego,San Diego,SOUTHERN CALIFORNIA YESHIVA HS
San Diego,San Diego,SOUTHWEST HIGH SCHOOL
San Diego,San Diego,STEPHEN W KEARNY HIGH SCHOOL
San Diego,San Diego,TORAH HS OF SAN DIEGO
San Diego,San Diego,TORREY PINES HIGH SCHOOL
San Diego,San Diego,UNIVERSITY CITY HIGH
San Diego,San Diego,VICTORY CHRISTIAN ACADEMY
San Diego,San Diego,WESTVIEW HIGH SCHOOL
San Diego,San Marcos,HIGH TECH HIGH-NORTH COUNTY
San Diego,San Marcos,MISSION HILLS HIGH SCHOOL
San Diego,San Marcos,SAN MARCOS HIGH SCHOOL
San Diego,Santee,SANTANA HIGH SCHOOL
San Diego,Santee,WEST HILLS HIGH SCHOOL
San Diego,Solana Beach,FUSION ACADEMY
San Diego,Solana Beach,SANTA FE CHRISTIAN SCHOOL
San Diego,Spring Valley,MONTE VISTA HIGH SCHOOL
San Diego,Spring Valley,MOUNT MIGUEL HIGH SCHOOL
San Diego,Spring Valley,STEELE CANYON HIGH SCHOOL
San Diego,Valley Center,VALLEY CENTER HIGH SCHOOL
San Diego,Vista,EAGLES PEAK CHARTER SCHOOL
San Diego,Vista,GUAJOME PARK ACADEMY
San Diego,Vista,RANCHO BUENA VISTA HIGH SCHOOL
San Diego,Vista,TRI CITY CHRISTIAN SCHOOL
San Diego,Vista,VISTA HIGH SCHOOL
San Francisco,San Francisco,ABRAHAM LINCOLN HIGH SCHOOL
San Francisco,San Francisco,ACADEMY-SAN FRAN @ MCATEER
San Francisco,San Francisco,ARCHBISHOP RIORDAN HIGH SCHOOL
San Francisco,San Francisco,BALBOA HIGH SCHOOL
San Francisco,San Francisco,BAY SCHOOL OF SAN FRANCISCO
San Francisco,San Francisco,BRIDGEMONT HIGH SCHOOL
San Francisco,San Francisco,CAMBRIDGE INTRNTL PREP SCHOOL
San Francisco,San Francisco,CITY ARTS AND TECH HIGH SCHOOL
San Francisco,San Francisco,CONVENT OF THE SACRED HEART HS
San Francisco,San Francisco,DREW SCHOOL
San Francisco,San Francisco,FUSION ACADEMY SAN FRANCISCO
San Francisco,San Francisco,GALILEO ACAD OF SCIENCE & TECH
San Francisco,San Francisco,GATEWAY HIGH SCHOOL
San Francisco,San Francisco,GEORGE WASHINGTON HIGH SCHOOL
San Francisco,San Francisco,IMMACULATE CONCEPTION ACADEMY
San Francisco,San Francisco,INDEPENDENCE HIGH SCHOOL
San Francisco,San Francisco,INTERNATIONAL HIGH SCHOOL FAIS
San Francisco,San Francisco,INTERNATIONAL STUDIES ACADEMY
San Francisco,San Francisco,J EUGENE MCATEER HIGH SCHOOL
San Francisco,San Francisco,JEWISH COMMUNITY HS OF THE BAY
San Francisco,San Francisco,JOHN O'CONNELL HIGH SCHOOL
San Francisco,San Francisco,JUNE JORDAN SCHOOL FOR EQUITY
San Francisco,San Francisco,KIPP SAN FRANCISCO COLG PREP
San Francisco,San Francisco,LEADERSHIP HIGH SCHOOL
San Francisco,San Francisco,LICK WILMERDING HIGH SCHOOL
San Francisco,San Francisco,LISA KAMPNER HEBREW ACADEMY
San Francisco,San Francisco,LOWELL HIGH SCHOOL
San Francisco,San Francisco,LYCEE FRANCAIS DE SAN FRAN
San Francisco,San Francisco,MERCY HIGH SCHOOL
San Francisco,San Francisco,METROPOLITAN ARTS & TECH HS
San Francisco,San Francisco,MISSION SENIOR HIGH SCHOOL
San Francisco,San Francisco,PHILLIP & SALA BURTON ACAD HS
San Francisco,San Francisco,RAOUL WALLENBERG TRADITIONAL
San Francisco,San Francisco,RUTH ASAWA SCHOOL OF THE ARTS
San Francisco,San Francisco,SACRED HEART CATHEDRAL PREP
San Francisco,San Francisco,SAINT IGNATIUS COLLEGE PREP SC
San Francisco,San Francisco,SAN FRANCISCO CHRISTIAN SCHOOL
San Francisco,San Francisco,SAN FRANCISCO FLEX ACADEMY
San Francisco,San Francisco,SAN FRANCISCO INTERNATIONAL HS
San Francisco,San Francisco,SAN FRANCISCO UNIVERSITY HS
San Francisco,San Francisco,SAN FRANCISCO WALDORF HS
San Francisco,San Francisco,STUART HALL HIGH SCHOOL
San Francisco,San Francisco,THURGOOD MARSHALL ACADEMIC HS
San Francisco,San Francisco,URBAN SCHOOL OF SAN FRANCISCO
San Francisco,San Francisco,WOODROW WILSON HIGH SCHOOL
San Francisco,San Francisco,WOODSIDE INTERNATIONAL SCHOOL
San Francisco,San Francisco,XIAN YUN ACDMY OF THE ARTS CA
San Joaquin,Escalon,ESCALON HIGH SCHOOL
San Joaquin,Lathrop,LATHROP HIGH SCHOOL
San Joaquin,Linden,LINDEN HIGH SCHOOL
San Joaquin,Lodi,JIM ELLIOT CHRISTIAN HS
San Joaquin,Lodi,LODI ACADEMY
San Joaquin,Lodi,LODI HIGH SCHOOL
San Joaquin,Lodi,TOKAY HIGH SCHOOL
San Joaquin,Manteca,EAST UNION HIGH SCHOOL
San Joaquin,Manteca,MANTECA HIGH SCHOOL
San Joaquin,Manteca,SIERRA HIGH SCHOOL
San Joaquin,Mountain House,MOUNTAIN HOUSE HIGH SCHOOL
San Joaquin,Ripon,CALIFORNIA CONNECT ACDMY-N BAY
San Joaquin,Ripon,CALIFORNIA CONNECTIONS RIPON
San Joaquin,Ripon,RIPON CHRISTIAN HIGH SCHOOL
San Joaquin,Ripon,RIPON HIGH SCHOOL
San Joaquin,Stockton,AMOS ALONZO STAGG HIGH SCHOOL
San Joaquin,Stockton,ASPIRE BENJAMIN HOLT COLG PREP
San Joaquin,Stockton,ASPIRE LANGSTON HUGHES ACADEMY
San Joaquin,Stockton,BEAR CREEK HIGH SCHOOL
San Joaquin,Stockton,BROOKSIDE CHRISTIAN HS
San Joaquin,Stockton,CESAR CHAVEZ HIGH SCHOOL
San Joaquin,Stockton,EDISON SENIOR HIGH SCHOOL
San Joaquin,Stockton,EDWARD C MERLO INSTITUTE
San Joaquin,Stockton,FRANKLIN HIGH SCHOOL
San Joaquin,Stockton,HEALTH CAREERS ACADEMY HS
San Joaquin,Stockton,HUMPHREYS COLLEGE ACADEMY
San Joaquin,Stockton,LINCOLN HIGH SCHOOL
San Joaquin,Stockton,MIDDLE COLLEGE HIGH SCHOOL
San Joaquin,Stockton,PACIFIC LAW ACADEMY
San Joaquin,Stockton,RONALD E MCNAIR HIGH SCHOOL
San Joaquin,Stockton,SAINT MARYS HIGH SCHOOL
San Joaquin,Stockton,STOCKTON COLG INTNL SECND SCHL
San Joaquin,Stockton,STOCKTON EARLY COLLEGE ACADEMY
San Joaquin,Stockton,VENTURE ACADEMY
San Joaquin,Stockton,WEBER INST OF APPLIED SCI TECH
San Joaquin,Stockton,WESTON RANCH HIGH SCHOOL
San Joaquin,Tracy,DELTA CHARTER HIGH SCHOOL
San Joaquin,Tracy,JOHN C KIMBALL HIGH SCHOOL
San Joaquin,Tracy,MERRILL F WEST HIGH SCHOOL
San Joaquin,Tracy,MILLENNIUM HIGH SCHOOL
San Joaquin,Tracy,TRACY JOINT UNION HIGH SCHOOL
San Luis Obispo,Arroyo Grande,ARROYO GRANDE HIGH (CROWN HILL)
San Luis Obispo,Arroyo Grande,ARROYO GRANDE HIGH SCHOOL
San Luis Obispo,Atascadero,ATASCADERO HIGH SCHOOL
San Luis Obispo,Cambria,COAST UNION HIGH SCHOOL
San Luis Obispo,Morro Bay,MORRO BAY HIGH SCHOOL
San Luis Obispo,Nipomo,CENTRAL COAST NEW TECH HIGH
San Luis Obispo,Nipomo,NIPOMO HIGH SCHOOL
San Luis Obispo,Paso Robles,PASO ROBLES HIGH SCHOOL
San Luis Obispo,San Luis Obispo,MISSION COLLEGE PREP CATH HS
San Luis Obispo,San Luis Obispo,SAN LUIS OBISPO HIGH SCHOOL
San Luis Obispo,Shandon,SHANDON HIGH SCHOOL
San Luis Obispo,Templeton,TEMPLETON HIGH SCHOOL
San Mateo,Atherton,MENLO ATHERTON HIGH SCHOOL
San Mateo,Atherton,MENLO SCHOOL
San Mateo,Atherton,SACRED HEART PREPARATORY SCH
San Mateo,Belmont,CARLMONT HIGH SCHOOL
San Mateo,Belmont,NOTRE DAME HIGH SCHOOL
San Mateo,Burlingame,BURLINGAME HIGH SCHOOL
San Mateo,Burlingame,MERCY HIGH SCHOOL
San Mateo,Daly City,BRIDGEMONT HIGH SCHOOL
San Mateo,Daly City,JEFFERSON HIGH SCHOOL
San Mateo,Daly City,SUMMIT PUBLIC SCHOOL-SHASTA
San Mateo,Daly City,WESTMOOR HIGH SCHOOL
San Mateo,East Palo Alto,EAST PALO ALTO ACADEMY
San Mateo,East Palo Alto,EAST PALO ALTO PHOENIX ACAD
San Mateo,East Palo Alto,EASTSIDE COLLEGE PREP SCHOOL
San Mateo,Half Moon Bay,HALF MOON BAY HIGH SCHOOL
San Mateo,Hillsborough,CRYSTAL SPRINGS UPLANDS SCH
San Mateo,Menlo Park,EAST PALO ALTO ACADEMY
San Mateo,Menlo Park,LYDIAN ACADEMY LLC
San Mateo,Menlo Park,MID PENINSULA HIGH SCHOOL
San Mateo,Millbrae,MILLS HIGH SCHOOL
San Mateo,Pacifica,OCEANA HIGH SCHOOL
San Mateo,Pacifica,PACIFIC BAY CHRISTIAN SCHOOL
San Mateo,Pacifica,TERRA NOVA HIGH SCHOOL
San Mateo,Pescadero,PESCADERO HIGH SCHOOL
San Mateo,Portola Valley,WOODSIDE PRIORY SCHOOL
San Mateo,Redwood City,EVEREST PUBLIC HIGH SCHOOL
San Mateo,Redwood City,HIGH TECH HIGH BAYSHORE
San Mateo,Redwood City,SEQUOIA HIGH SCHOOL
San Mateo,Redwood City,SUMMIT PREPARATORY HIGH SCHOOL
San Mateo,S San Francisco,EL CAMINO HIGH
San Mateo,San Bruno,CAPUCHINO HIGH SCHOOL
San Mateo,San Mateo,ARAGON HIGH SCHOOL
San Mateo,San Mateo,DAWN CHRISTIAN ACADEMY
San Mateo,San Mateo,FUSION ACADEMY SAN MATEO
San Mateo,San Mateo,HILLSDALE HIGH SCHOOL
San Mateo,San Mateo,JUNIPERO SERRA HIGH SCHOOL
San Mateo,San Mateo,NUEVA SCHOOL
San Mateo,San Mateo,SAN MATEO HIGH SCHOOL
San Mateo,South San Franci,EL CAMINO HIGH
San Mateo,South San Franci,SOUTH SAN FRANCISCO HS
San Mateo,South San Francisco,EL CAMINO HIGH
San Mateo,South San Francisco,SOUTH SAN FRANCISCO HS
San Mateo,Woodside,WOODSIDE HIGH SCHOOL
Santa Barbara,Carpinteria,CARPINTERIA HIGH SCHOOL
Santa Barbara,Carpinteria,CATE SCHOOL
Santa Barbara,Goleta,DOS PUEBLOS HIGH SCHOOL
Santa Barbara,Lompoc,CABRILLO HIGH SCHOOL
Santa Barbara,Lompoc,LOMPOC HIGH SCHOOL
Santa Barbara,Los Olivos,DUNN SCHOOL
Santa Barbara,Los Olivos,MIDLAND SCHOOL
Santa Barbara,Los Olivos,OLIVE GROVE CHARTER SCHOOL
Santa Barbara,Orcutt,ORCUTT ACADEMY HIGH SCHOOL
Santa Barbara,Santa Barbara,ALTA VISTA ALTERNATIVE HS
Santa Barbara,Santa Barbara,ANACAPA SCHOOL
Santa Barbara,Santa Barbara,BISHOP GARCIA DIEGO HIGH SCH
Santa Barbara,Santa Barbara,GARDEN STREET ACADEMY
Santa Barbara,Santa Barbara,LAGUNA BLANCA SCHOOL
Santa Barbara,Santa Barbara,SAN MARCOS HIGH SCHOOL
Santa Barbara,Santa Barbara,SANTA BARBARA SENIOR HIGH SCHO
Santa Barbara,Santa Maria,ERNEST RIGHETTI HIGH SCHOOL
Santa Barbara,Santa Maria,PIONEER VALLEY HIGH SCHOOL
Santa Barbara,Santa Maria,SAINT JOSEPH HIGH SCHOOL
Santa Barbara,Santa Maria,SANTA MARIA HIGH SCHOOL
Santa Barbara,Santa Ynez,SANTA YNEZ VALLEY UNION HS
Santa Clara,Campbell,WESTMONT HIGH SCHOOL
Santa Clara,Cupertino,CUPERTINO HIGH SCHOOL
Santa Clara,Cupertino,HOMESTEAD HIGH SCHOOL
Santa Clara,Cupertino,MONTA VISTA HIGH SCHOOL
Santa Clara,Gilroy,CHRISTOPHER HIGH SCHOOL
Santa Clara,Gilroy,DR TJ OWENS GILROY EARLY COLG
Santa Clara,Gilroy,GILROY HIGH SCHOOL
Santa Clara,Los Altos,LOS ALTOS HIGH SCHOOL
Santa Clara,Los Altos,SCHOOL INDEPENDENT LEARNERS
Santa Clara,Los Altos Hills,PINEWOOD SCHOOL
Santa Clara,Los Gatos,FUSION ACADEMY-LOS GATOS
Santa Clara,Los Gatos,LOS GATOS HIGH SCHOOL
Santa Clara,Menlo Park,MID PENINSULA HIGH SCHOOL
Santa Clara,Milpitas,MILPITAS HIGH SCHOOL
Santa Clara,Morgan Hill,ANN SOBRATO HIGH SCHOOL
Santa Clara,Morgan Hill,LIVE OAK HIGH SCHOOL
Santa Clara,Morgan Hill,OAKWOOD SCHOOL
Santa Clara,Morgan Hill,SILICON VALLEY FLEX ACADEMY
Santa Clara,Mountain View,GERMAN INTL SCH SILICON VLLY
Santa Clara,Mountain View,LOS ALTOS HIGH SCHOOL
Santa Clara,Mountain View,MOUNTAIN VIEW ACADEMY
Santa Clara,Mountain View,MOUNTAIN VIEW HIGH SCHOOL
Santa Clara,Mountain View,PALO ALTO PREPARATORY SCHOOL
Santa Clara,Mountain View,SAINT FRANCIS HIGH SCHOOL
Santa Clara,Mountain View,WALDORF SCH/THE PENINSULA HS
Santa Clara,Palo Alto,CASTILLEJA SCHOOL
Santa Clara,Palo Alto,HENRY M GUNN SENIOR HIGH SCHL
Santa Clara,Palo Alto,KEHILLAH JEWISH HIGH SCHOOL
Santa Clara,Palo Alto,PALO ALTO PREPARATORY SCHOOL
Santa Clara,Palo Alto,PALO ALTO SENIOR HIGH SCHOOL
Santa Clara,San Francisco,INTERNATIONAL HIGH SCHOOL FAIS
Santa Clara,San Jose,ABRAHAM LINCOLN HIGH SCHOOL
Santa Clara,San Jose,ACE CHARTER HIGH SCHOOL
Santa Clara,San Jose,ANDREW P HILL HIGH SCHOOL
Santa Clara,San Jose,APOSTLES LUTHERAN SCHOOL
Santa Clara,San Jose,ARCHBISHOP MITTY HIGH SCHOOL
Santa Clara,San Jose,BASIS INDEPENDENT SILICON VLY
Santa Clara,San Jose,BELLARMINE COLLEGE PREPARATORY
Santa Clara,San Jose,BRANHAM HIGH SCHOOL
Santa Clara,San Jose,CAMBRIAN ACADEMY
Santa Clara,San Jose,DEL MAR HIGH SCHOOL
Santa Clara,San Jose,DOWNTOWN COLG PREP ALUM ROCK
Santa Clara,San Jose,DOWNTOWN COLG PREP EL PRIMERO
Santa Clara,San Jose,EVERGREEN VALLEY HIGH SCHOOL
Santa Clara,San Jose,FOOTHILL HIGH SCHOOL
Santa Clara,San Jose,HARKER SCHOOL
Santa Clara,San Jose,HENRY T GUNDERSON HIGH SCHOOL
Santa Clara,San Jose,INDEPENDENCE HIGH SCHOOL
Santa Clara,San Jose,JAMES LICK HIGH SCHOOL
Santa Clara,San Jose,KIPP SAN JOSE COLLEGIATE
Santa Clara,San Jose,LATINO COLLEGE PREP ACADEMY
Santa Clara,San Jose,LEADERSHIP PUBLIC SCHOOLS-ESJ
Santa Clara,San Jose,LEIGH HIGH SCHOOL
Santa Clara,San Jose,LELAND HIGH SCHOOL
Santa Clara,San Jose,LIBERTY BAPTIST SCHOOL
Santa Clara,San Jose,LIBERTY HIGH SCHOOL
Santa Clara,San Jose,LYNBROOK HIGH SCHOOL
Santa Clara,San Jose,MACSA ACADEMIA CALMECAC
Santa Clara,San Jose,MAGNOLIA SCI ACDMY-SANTA CLARA
Santa Clara,San Jose,MOUNT PLEASANT HIGH SCHOOL
Santa Clara,San Jose,NOTRE DAME HIGH SCHOOL
Santa Clara,San Jose,OAK GROVE HIGH SCHOOL
Santa Clara,San Jose,PIEDMONT HILLS HIGH SCHOOL
Santa Clara,San Jose,PIONEER HIGH SCHOOL
Santa Clara,San Jose,PRESENTATION HIGH SCHOOL
Santa Clara,San Jose,SAN JOSE HIGH SCHOOL
Santa Clara,San Jose,SANTA TERESA HIGH SCHOOL
Santa Clara,San Jose,SILVER CREEK HIGH SCHOOL
Santa Clara,San Jose,SUMMIT PUBLIC SCHOOL-RAINIER
Santa Clara,San Jose,SUMMIT PUBLIC SCHOOL-TAHOMA
Santa Clara,San Jose,UNIVERSITY PREP ACADEMY
Santa Clara,San Jose,VALLEY CHRISTIAN HIGH SCHOOL
Santa Clara,San Jose,W C OVERFELT HIGH SCHOOL
Santa Clara,San Jose,WILLOW GLEN HIGH SCHOOL
Santa Clara,San Jose,YERBA BUENA HIGH SCHOOL
Santa Clara,Santa Clara,ADRIAN C WILCOX HIGH SCHOOL
Santa Clara,Santa Clara,SAINT LAWRENCE ACADEMY
Santa Clara,Santa Clara,SANTA CLARA HIGH SCHOOL
Santa Clara,Saratoga,PROSPECT HIGH SCHOOL
Santa Clara,Saratoga,SARATOGA HIGH SCHOOL
Santa Clara,Stanford,STANFORD ONLINE HIGH SCHOOL
Santa Clara,Sunnyvale,FREMONT HIGH SCHOOL
Santa Clara,Sunnyvale,THE KINGS ACADEMY
Santa Cruz,Aptos,APTOS HIGH SCHOOL
Santa Cruz,Felton,SAN LORENZO VALLEY HIGH SCHOOL
Santa Cruz,La Selva Beach,MONTEREY BAY ACADEMY
Santa Cruz,Santa Cruz,CYPRESS CHARTER HIGH SCHOOL
Santa Cruz,Santa Cruz,GEORGIANA BRUCE KIRBY PREP SCH
Santa Cruz,Santa Cruz,HARBOR HIGH SCHOOL
Santa Cruz,Santa Cruz,PACIFIC COLLEGIATE SCHOOL
Santa Cruz,Santa Cruz,SANTA CRUZ HIGH SCHOOL
Santa Cruz,Santa Cruz,SANTA CRUZ WALDORF HIGH SCHOOL
Santa Cruz,Scotts Valley,SCOTTS VALLEY HIGH SCHOOL
Santa Cruz,Soquel,SOQUEL HIGH SCHOOL
Santa Cruz,Watsonville,CEIBA COLLEGE PREPARATORY ACAD
Santa Cruz,Watsonville,MONTE VISTA CHRISTIAN HS
Santa Cruz,Watsonville,MOUNT MADONNA SCHOOL
Santa Cruz,Watsonville,PAJARO VALLEY HS
Santa Cruz,Watsonville,ST FRANCIS HS SALESIAN COL PREP
Santa Cruz,Watsonville,WATSONVILLE HIGH SCHOOL
Shasta,Anderson,ANDERSON NEW TECHNOLOGY HS
Shasta,Anderson,ANDERSON UNION HIGH SCHOOL
Shasta,Burney,BURNEY JUNIOR-SENIOR HS
Shasta,Cottonwood,WEST VALLEY HIGH SCHOOL
Shasta,Mcarthur,FALL RIVER JUNIOR-SENIOR HS
Shasta,Palo Cedro,BISHOP QUINN HIGH SCHOOL
Shasta,Palo Cedro,FOOTHILL HIGH SCHOOL
Shasta,Palo Cedro,REDDING CHRISTIAN SCHOOL
Shasta,Redding,ENTERPRISE HIGH SCHOOL
Shasta,Redding,SHASTA HIGH SCHOOL
Shasta,Redding,UNIVERSITY PREPARATORY SCHOOL
Shasta,Shasta Lake,CENTRAL VALLEY HIGH SCHOOL
Shasta,Whitmore,CASCADE SCHOOL
Sierra,Loyalton,LOYALTON HIGH SCHOOL
Siskiyou,Dunsmuir,DUNSMUIR HIGH SCHOOL
Siskiyou,Etna,ETNA UNION HIGH SCHOOL
Siskiyou,Happy Camp,HAPPY CAMP HIGH SCHOOL
Siskiyou,Mount Shasta,MOUNT SHASTA HIGH SCHOOL
Siskiyou,Tulelake,TULELAKE HIGH SCHOOL
Siskiyou,Yreka,YREKA HIGH SCHOOL
Solano,Benicia,BENICIA HIGH SCHOOL
Solano,Dixon,DIXON HIGH SCHOOL
Solano,Fairfield,ANGELO RODRIGUEZ HIGH SCHOOL
Solano,Fairfield,ARMIJO HIGH SCHOOL
Solano,Fairfield,FAIRFIELD HIGH SCHOOL
Solano,Fairfield,PUBLIC SAFETY ACADEMY
Solano,Fairfield,VANDEN HIGH SCHOOL
Solano,Rio Vista,RIO VISTA HIGH SCHOOL
Solano,Vacaville,ELISE P BUCKINGHAM CHRTR SCH
Solano,Vacaville,VACAVILLE CHRISTIAN HIGH SCHL
Solano,Vacaville,VACAVILLE HIGH SCHOOL
Solano,Vacaville,WILL C WOOD HIGH SCHOOL
Solano,Vallejo,DR JAMES J HOGAN HIGH SCHOOL
Solano,Vallejo,JESSE M BETHEL HIGH SCHOOL
Solano,Vallejo,MARE ISLAND TECHNOLOGY(MIT)ACADEMY
Solano,Vallejo,NORTH HILLS CHRISTIAN SCHOOL
Solano,Vallejo,SAINT PATRICK-SAINT VINCENT HS
Solano,Vallejo,VALLEJO SENIOR HIGH SCHOOL
Sonoma,Cloverdale,CLOVERDALE HIGH SCHOOL
Sonoma,Forestville,EL MOLINO HIGH SCHOOL
Sonoma,Geyserville,GEYSERVILLE NEW TECH ACADEMY
Sonoma,Healdsburg,HEALDSBURG HIGH SCHOOL
Sonoma,Healdsburg,RIO LINDO ACADEMY
Sonoma,Petaluma,CASA GRANDE HIGH SCHOOL
Sonoma,Petaluma,PETALUMA HIGH SCHOOL
Sonoma,Petaluma,SAINT VINCENT HIGH SCHOOL
Sonoma,Rohnert Park,CREDO HIGH SCHOOL
Sonoma,Rohnert Park,RANCHO COTATE HIGH SCHOOL
Sonoma,Rohnert Park,TECHNOLOGY HIGH SCHOOL
Sonoma,Santa Rosa,CARDINAL NEWMAN HIGH SCHOOL
Sonoma,Santa Rosa,ELSIE ALLEN HIGH SCHOOL
Sonoma,Santa Rosa,MARIA CARRILLO HIGH SCHOOL
Sonoma,Santa Rosa,MONTGOMERY HIGH SCHOOL
